geo_accession,split,species
GSM7889909,TRAIN,HUMAN
GSM7890641,TRAIN,HUMAN
GSM7890868,TRAIN,HUMAN
GSM7891041,TRAIN,HUMAN
GSM7892226,TRAIN,HUMAN
GSM7892844,TRAIN,HUMAN
GSM7899177,TRAIN,HUMAN
GSM7899353,TRAIN,HUMAN
GSM7899357,TRAIN,HUMAN
GSM7903666,TRAIN,HUMAN
GSM7904331,TRAIN,HUMAN
GSM7904343,TRAIN,HUMAN
GSM7905053,TRAIN,HUMAN
GSM7906087,TRAIN,HUMAN
GSM7906716,TRAIN,HUMAN
GSM7906781,TRAIN,HUMAN
GSM7906867,TRAIN,HUMAN
GSM7912275,TRAIN,HUMAN
GSM7913081,TRAIN,HUMAN
GSM7915828,TRAIN,HUMAN
GSM7915831,TRAIN,HUMAN
GSM7919118,TRAIN,HUMAN
GSM7919250,TRAIN,HUMAN
GSM7919432,TRAIN,HUMAN
GSM7919457,TRAIN,HUMAN
GSM7919458,TRAIN,HUMAN
GSM7919508,TRAIN,HUMAN
GSM7919510,TRAIN,HUMAN
GSM7919594,TRAIN,HUMAN
GSM7919633,TRAIN,HUMAN
GSM7920203,TRAIN,HUMAN
GSM7920712,TRAIN,HUMAN
GSM7920746,TRAIN,HUMAN
GSM7924424,TRAIN,HUMAN
GSM7924426,TRAIN,HUMAN
GSM7924449,TRAIN,HUMAN
GSM7924463,TRAIN,HUMAN
GSM7925242,TRAIN,HUMAN
GSM7925246,TRAIN,HUMAN
GSM7925328,TRAIN,HUMAN
GSM7927213,TRAIN,HUMAN
GSM7928068,TRAIN,HUMAN
GSM7932307,TRAIN,HUMAN
GSM7932794,TRAIN,HUMAN
GSM7932864,TRAIN,HUMAN
GSM7938123,TRAIN,HUMAN
GSM7938484,TRAIN,HUMAN
GSM7938934,TRAIN,HUMAN
GSM7942020,TRAIN,HUMAN
GSM7948638,TRAIN,HUMAN
GSM7949337,TRAIN,HUMAN
GSM7949433,TRAIN,HUMAN
GSM7951615,TRAIN,HUMAN
GSM7961978,TRAIN,HUMAN
GSM7964271,TRAIN,HUMAN
GSM7964308,TRAIN,HUMAN
GSM7967861,TRAIN,HUMAN
GSM7968095,TRAIN,HUMAN
GSM7971670,TRAIN,HUMAN
GSM7971680,TRAIN,HUMAN
GSM7971684,TRAIN,HUMAN
GSM7974270,TRAIN,HUMAN
GSM7974554,TRAIN,HUMAN
GSM7976146,TRAIN,HUMAN
GSM7976162,TRAIN,HUMAN
GSM7977542,TRAIN,HUMAN
GSM7978104,TRAIN,HUMAN
GSM7979082,TRAIN,HUMAN
GSM7979587,TRAIN,HUMAN
GSM7979894,TRAIN,HUMAN
GSM7981007,TRAIN,HUMAN
GSM7981026,TRAIN,HUMAN
GSM7981106,TRAIN,HUMAN
GSM7981115,TRAIN,HUMAN
GSM7981673,TRAIN,HUMAN
GSM7981703,TRAIN,HUMAN
GSM7981719,TRAIN,HUMAN
GSM7981729,TRAIN,HUMAN
GSM7981735,TRAIN,HUMAN
GSM7984393,TRAIN,HUMAN
GSM7984444,TRAIN,HUMAN
GSM7987636,TRAIN,HUMAN
GSM7988996,TRAIN,HUMAN
GSM7989766,TRAIN,HUMAN
GSM7990096,TRAIN,HUMAN
GSM7991072,TRAIN,HUMAN
GSM7991084,TRAIN,HUMAN
GSM7991113,TRAIN,HUMAN
GSM7991175,TRAIN,HUMAN
GSM7991190,TRAIN,HUMAN
GSM7991556,TRAIN,HUMAN
GSM7993006,TRAIN,HUMAN
GSM7993018,TRAIN,HUMAN
GSM7994871,TRAIN,HUMAN
GSM7998845,TRAIN,HUMAN
GSM7998904,TRAIN,HUMAN
GSM7998925,TRAIN,HUMAN
GSM7999085,TRAIN,HUMAN
GSM7999376,TRAIN,HUMAN
GSM7999704,TRAIN,HUMAN
GSM8000087,TRAIN,HUMAN
GSM8002313,TRAIN,HUMAN
GSM8003420,TRAIN,HUMAN
GSM8003441,TRAIN,HUMAN
GSM8007285,TRAIN,HUMAN
GSM8009717,TRAIN,HUMAN
GSM8010541,TRAIN,HUMAN
GSM8010747,TRAIN,HUMAN
GSM8010764,TRAIN,HUMAN
GSM8010777,TRAIN,HUMAN
GSM8011718,TRAIN,HUMAN
GSM8013447,TRAIN,HUMAN
GSM8013469,TRAIN,HUMAN
GSM8013475,TRAIN,HUMAN
GSM8014385,TRAIN,HUMAN
GSM8015355,TRAIN,HUMAN
GSM8016617,TRAIN,HUMAN
GSM8016933,TRAIN,HUMAN
GSM8017093,TRAIN,HUMAN
GSM8017118,TRAIN,HUMAN
GSM8017127,TRAIN,HUMAN
GSM8017156,TRAIN,HUMAN
GSM8017212,TRAIN,HUMAN
GSM8017293,TRAIN,HUMAN
GSM8017389,TRAIN,HUMAN
GSM8017407,TRAIN,HUMAN
GSM8019255,TRAIN,HUMAN
GSM8020758,TRAIN,HUMAN
GSM8020884,TRAIN,HUMAN
GSM8021620,TRAIN,HUMAN
GSM8021757,TRAIN,HUMAN
GSM8021811,TRAIN,HUMAN
GSM8022802,TRAIN,HUMAN
GSM8022996,TRAIN,HUMAN
GSM8022997,TRAIN,HUMAN
GSM8023035,TRAIN,HUMAN
GSM8023039,TRAIN,HUMAN
GSM8023407,TRAIN,HUMAN
GSM8023423,TRAIN,HUMAN
GSM8023977,TRAIN,HUMAN
GSM8023979,TRAIN,HUMAN
GSM8024740,TRAIN,HUMAN
GSM8027323,TRAIN,HUMAN
GSM8027812,TRAIN,HUMAN
GSM8027839,TRAIN,HUMAN
GSM8028131,TRAIN,HUMAN
GSM8028137,TRAIN,HUMAN
GSM8031009,TRAIN,HUMAN
GSM8031019,TRAIN,HUMAN
GSM8031847,TRAIN,HUMAN
GSM8032851,TRAIN,HUMAN
GSM8037380,TRAIN,HUMAN
GSM8037529,TRAIN,HUMAN
GSM8037856,TRAIN,HUMAN
GSM8038045,TRAIN,HUMAN
GSM8042731,TRAIN,HUMAN
GSM8042741,TRAIN,HUMAN
GSM8042973,TRAIN,HUMAN
GSM8045569,TRAIN,HUMAN
GSM8045734,TRAIN,HUMAN
GSM8045742,TRAIN,HUMAN
GSM8046189,TRAIN,HUMAN
GSM8046197,TRAIN,HUMAN
GSM8047149,TRAIN,HUMAN
GSM8047212,TRAIN,HUMAN
GSM8047861,TRAIN,HUMAN
GSM8059975,TRAIN,HUMAN
GSM8059982,TRAIN,HUMAN
GSM8061435,TRAIN,HUMAN
GSM8062079,TRAIN,HUMAN
GSM8062096,TRAIN,HUMAN
GSM8062135,TRAIN,HUMAN
GSM8063124,TRAIN,HUMAN
GSM8063361,TRAIN,HUMAN
GSM8063394,TRAIN,HUMAN
GSM8063407,TRAIN,HUMAN
GSM8063425,TRAIN,HUMAN
GSM8063480,TRAIN,HUMAN
GSM8065789,TRAIN,HUMAN
GSM8072118,TRAIN,HUMAN
GSM8072121,TRAIN,HUMAN
GSM8072423,TRAIN,HUMAN
GSM8073662,TRAIN,HUMAN
GSM8074157,TRAIN,HUMAN
GSM8074164,TRAIN,HUMAN
GSM8075904,TRAIN,HUMAN
GSM8076749,TRAIN,HUMAN
GSM8078221,TRAIN,HUMAN
GSM8078251,TRAIN,HUMAN
GSM8079239,TRAIN,HUMAN
GSM8079842,TRAIN,HUMAN
GSM8080034,TRAIN,HUMAN
GSM8080106,TRAIN,HUMAN
GSM8082357,TRAIN,HUMAN
GSM8082379,TRAIN,HUMAN
GSM8084984,TRAIN,HUMAN
GSM8085074,TRAIN,HUMAN
GSM8085085,TRAIN,HUMAN
GSM8085096,TRAIN,HUMAN
GSM8085130,TRAIN,HUMAN
GSM8085533,TRAIN,HUMAN
GSM8085578,TRAIN,HUMAN
GSM8085602,TRAIN,HUMAN
GSM8085872,TRAIN,HUMAN
GSM8086644,TRAIN,HUMAN
GSM8092098,TRAIN,HUMAN
GSM8092263,TRAIN,HUMAN
GSM8092289,TRAIN,HUMAN
GSM8098939,TRAIN,HUMAN
GSM8103251,TRAIN,HUMAN
GSM8114543,TRAIN,HUMAN
GSM8115608,TRAIN,HUMAN
GSM8115959,TRAIN,HUMAN
GSM8115981,TRAIN,HUMAN
GSM8115998,TRAIN,HUMAN
GSM8116084,TRAIN,HUMAN
GSM8118642,TRAIN,HUMAN
GSM8119515,TRAIN,HUMAN
GSM8120447,TRAIN,HUMAN
GSM8120618,TRAIN,HUMAN
GSM8120636,TRAIN,HUMAN
GSM8120683,TRAIN,HUMAN
GSM8120712,TRAIN,HUMAN
GSM8120741,TRAIN,HUMAN
GSM8121904,TRAIN,HUMAN
GSM8121906,TRAIN,HUMAN
GSM8122252,TRAIN,HUMAN
GSM8122765,TRAIN,HUMAN
GSM8127427,TRAIN,HUMAN
GSM8131916,TRAIN,HUMAN
GSM8131918,TRAIN,HUMAN
GSM8133017,TRAIN,HUMAN
GSM8137052,TRAIN,HUMAN
GSM8138513,TRAIN,HUMAN
GSM8138589,TRAIN,HUMAN
GSM8138907,TRAIN,HUMAN
GSM8141539,TRAIN,HUMAN
GSM8143973,TRAIN,HUMAN
GSM8147625,TRAIN,HUMAN
GSM8150998,TRAIN,HUMAN
GSM8153254,TRAIN,HUMAN
GSM8153373,TRAIN,HUMAN
GSM8154193,TRAIN,HUMAN
GSM8154211,TRAIN,HUMAN
GSM8155401,TRAIN,HUMAN
GSM8156320,TRAIN,HUMAN
GSM8157289,TRAIN,HUMAN
GSM8158091,TRAIN,HUMAN
GSM8163755,TRAIN,HUMAN
GSM8164198,TRAIN,HUMAN
GSM8164216,TRAIN,HUMAN
GSM8164217,TRAIN,HUMAN
GSM8164460,TRAIN,HUMAN
GSM8169901,TRAIN,HUMAN
GSM8170167,TRAIN,HUMAN
GSM8170787,TRAIN,HUMAN
GSM8171843,TRAIN,HUMAN
GSM8172647,TRAIN,HUMAN
GSM8172931,TRAIN,HUMAN
GSM8174075,TRAIN,HUMAN
GSM8180817,TRAIN,HUMAN
GSM8183117,TRAIN,HUMAN
GSM8183195,TRAIN,HUMAN
GSM8185662,TRAIN,HUMAN
GSM8189306,TRAIN,HUMAN
GSM8194422,TRAIN,HUMAN
GSM8197145,TRAIN,HUMAN
GSM8197264,TRAIN,HUMAN
GSM8206884,TRAIN,HUMAN
GSM8207707,TRAIN,HUMAN
GSM8212299,TRAIN,HUMAN
GSM8212300,TRAIN,HUMAN
GSM8212332,TRAIN,HUMAN
GSM8212337,TRAIN,HUMAN
GSM8212358,TRAIN,HUMAN
GSM8215222,TRAIN,HUMAN
GSM8215226,TRAIN,HUMAN
GSM8215548,TRAIN,HUMAN
GSM8217158,TRAIN,HUMAN
GSM8217843,TRAIN,HUMAN
GSM8225507,TRAIN,HUMAN
GSM8225534,TRAIN,HUMAN
GSM8229508,TRAIN,HUMAN
GSM8239158,TRAIN,HUMAN
GSM8239419,TRAIN,HUMAN
GSM8240596,TRAIN,HUMAN
GSM8244412,TRAIN,HUMAN
GSM8248718,TRAIN,HUMAN
GSM8254876,TRAIN,HUMAN
GSM8254924,TRAIN,HUMAN
GSM8258209,TRAIN,HUMAN
GSM8258222,TRAIN,HUMAN
GSM8258714,TRAIN,HUMAN
GSM8260677,TRAIN,HUMAN
GSM8260918,TRAIN,HUMAN
GSM8263076,TRAIN,HUMAN
GSM8268706,TRAIN,HUMAN
GSM8268907,TRAIN,HUMAN
GSM8270125,TRAIN,HUMAN
GSM8271031,TRAIN,HUMAN
GSM8271134,TRAIN,HUMAN
GSM8271190,TRAIN,HUMAN
GSM8278688,TRAIN,HUMAN
GSM8279195,TRAIN,HUMAN
GSM8279197,TRAIN,HUMAN
GSM8281741,TRAIN,HUMAN
GSM8286203,TRAIN,HUMAN
GSM8286387,TRAIN,HUMAN
GSM8289457,TRAIN,HUMAN
GSM8291462,TRAIN,HUMAN
GSM8294421,TRAIN,HUMAN
GSM8295813,TRAIN,HUMAN
GSM8295961,TRAIN,HUMAN
GSM8299609,TRAIN,HUMAN
GSM8301097,TRAIN,HUMAN
GSM8305818,TRAIN,HUMAN
GSM8309787,TRAIN,HUMAN
GSM8322535,TRAIN,HUMAN
GSM8327253,TRAIN,HUMAN
GSM8328834,TRAIN,HUMAN
GSM8332073,TRAIN,HUMAN
GSM8338759,TRAIN,HUMAN
GSM8338922,TRAIN,HUMAN
GSM8338935,TRAIN,HUMAN
GSM8339004,TRAIN,HUMAN
GSM8339694,TRAIN,HUMAN
GSM8340134,TRAIN,HUMAN
GSM8343460,TRAIN,HUMAN
GSM8364204,TRAIN,HUMAN
GSM8370358,TRAIN,HUMAN
GSM8370365,TRAIN,HUMAN
GSM8370369,TRAIN,HUMAN
GSM8370463,TRAIN,HUMAN
GSM8374161,TRAIN,HUMAN
GSM8376993,TRAIN,HUMAN
GSM8377047,TRAIN,HUMAN
GSM8382645,TRAIN,HUMAN
GSM8383401,TRAIN,HUMAN
GSM8389148,TRAIN,HUMAN
GSM8391396,TRAIN,HUMAN
GSM8391401,TRAIN,HUMAN
GSM8398183,TRAIN,HUMAN
GSM8409150,TRAIN,HUMAN
GSM897081,TRAIN,HUMAN
GSM937709,TRAIN,HUMAN
GSM938909,TRAIN,HUMAN
GSM984620,TRAIN,HUMAN
GSM990765,TRAIN,HUMAN
GSM999579,TRAIN,HUMAN
GSM1006725,TRAIN,HUMAN
GSM1115207,TRAIN,HUMAN
GSM1129243,TRAIN,HUMAN
GSM1133665,TRAIN,HUMAN
GSM1139100,TRAIN,HUMAN
GSM1156914,TRAIN,HUMAN
GSM1157071,TRAIN,HUMAN
GSM1157210,TRAIN,HUMAN
GSM1157262,TRAIN,HUMAN
GSM1157308,TRAIN,HUMAN
GSM1157317,TRAIN,HUMAN
GSM1157323,TRAIN,HUMAN
GSM1157329,TRAIN,HUMAN
GSM1157343,TRAIN,HUMAN
GSM1157353,TRAIN,HUMAN
GSM1157386,TRAIN,HUMAN
GSM1157392,TRAIN,HUMAN
GSM1157449,TRAIN,HUMAN
GSM1157461,TRAIN,HUMAN
GSM1157463,TRAIN,HUMAN
GSM1157616,TRAIN,HUMAN
GSM1157650,TRAIN,HUMAN
GSM1157672,TRAIN,HUMAN
GSM1157956,TRAIN,HUMAN
GSM1157988,TRAIN,HUMAN
GSM1158009,TRAIN,HUMAN
GSM1158072,TRAIN,HUMAN
GSM1158101,TRAIN,HUMAN
GSM1158108,TRAIN,HUMAN
GSM1158371,TRAIN,HUMAN
GSM1158391,TRAIN,HUMAN
GSM1158452,TRAIN,HUMAN
GSM1158573,TRAIN,HUMAN
GSM1163015,TRAIN,HUMAN
GSM1166113,TRAIN,HUMAN
GSM1185159,TRAIN,HUMAN
GSM1185922,TRAIN,HUMAN
GSM1186053,TRAIN,HUMAN
GSM1186130,TRAIN,HUMAN
GSM1197365,TRAIN,HUMAN
GSM1197625,TRAIN,HUMAN
GSM1202470,TRAIN,HUMAN
GSM1202516,TRAIN,HUMAN
GSM1211428,TRAIN,HUMAN
GSM1211432,TRAIN,HUMAN
GSM1212195,TRAIN,HUMAN
GSM1215104,TRAIN,HUMAN
GSM1216786,TRAIN,HUMAN
GSM1216823,TRAIN,HUMAN
GSM1228192,TRAIN,HUMAN
GSM1234195,TRAIN,HUMAN
GSM1239134,TRAIN,HUMAN
GSM1240655,TRAIN,HUMAN
GSM1241335,TRAIN,HUMAN
GSM1241377,TRAIN,HUMAN
GSM1244819,TRAIN,HUMAN
GSM1256814,TRAIN,HUMAN
GSM1261106,TRAIN,HUMAN
GSM1262015,TRAIN,HUMAN
GSM1262030,TRAIN,HUMAN
GSM1267824,TRAIN,HUMAN
GSM1269359,TRAIN,HUMAN
GSM1273673,TRAIN,HUMAN
GSM1275875,TRAIN,HUMAN
GSM1276864,TRAIN,HUMAN
GSM1277664,TRAIN,HUMAN
GSM1295110,TRAIN,HUMAN
GSM1297585,TRAIN,HUMAN
GSM1298111,TRAIN,HUMAN
GSM1298126,TRAIN,HUMAN
GSM1298249,TRAIN,HUMAN
GSM1305150,TRAIN,HUMAN
GSM1322899,TRAIN,HUMAN
GSM1323709,TRAIN,HUMAN
GSM1327857,TRAIN,HUMAN
GSM1335726,TRAIN,HUMAN
GSM1338767,TRAIN,HUMAN
GSM1338808,TRAIN,HUMAN
GSM1341737,TRAIN,HUMAN
GSM1342486,TRAIN,HUMAN
GSM1354559,TRAIN,HUMAN
GSM1357996,TRAIN,HUMAN
GSM1362001,TRAIN,HUMAN
GSM1362061,TRAIN,HUMAN
GSM1365964,TRAIN,HUMAN
GSM1369100,TRAIN,HUMAN
GSM1370587,TRAIN,HUMAN
GSM1371408,TRAIN,HUMAN
GSM1375528,TRAIN,HUMAN
GSM1376390,TRAIN,HUMAN
GSM1382018,TRAIN,HUMAN
GSM1382044,TRAIN,HUMAN
GSM1382436,TRAIN,HUMAN
GSM1383911,TRAIN,HUMAN
GSM1385778,TRAIN,HUMAN
GSM1394655,TRAIN,HUMAN
GSM1398968,TRAIN,HUMAN
GSM1399184,TRAIN,HUMAN
GSM1401376,TRAIN,HUMAN
GSM1401744,TRAIN,HUMAN
GSM1401751,TRAIN,HUMAN
GSM1401790,TRAIN,HUMAN
GSM1406323,TRAIN,HUMAN
GSM1406452,TRAIN,HUMAN
GSM1414498,TRAIN,HUMAN
GSM1414954,TRAIN,HUMAN
GSM1421198,TRAIN,HUMAN
GSM1427133,TRAIN,HUMAN
GSM1427356,TRAIN,HUMAN
GSM1437665,TRAIN,HUMAN
GSM1437706,TRAIN,HUMAN
GSM1438938,TRAIN,HUMAN
GSM1440413,TRAIN,HUMAN
GSM1464295,TRAIN,HUMAN
GSM1466928,TRAIN,HUMAN
GSM1467802,TRAIN,HUMAN
GSM1470406,TRAIN,HUMAN
GSM1473805,TRAIN,HUMAN
GSM1482936,TRAIN,HUMAN
GSM1482948,TRAIN,HUMAN
GSM1489583,TRAIN,HUMAN
GSM1492706,TRAIN,HUMAN
GSM1492881,TRAIN,HUMAN
GSM1493974,TRAIN,HUMAN
GSM1495400,TRAIN,HUMAN
GSM1496159,TRAIN,HUMAN
GSM1498314,TRAIN,HUMAN
GSM1498327,TRAIN,HUMAN
GSM1498826,TRAIN,HUMAN
GSM1505585,TRAIN,HUMAN
GSM1505591,TRAIN,HUMAN
GSM1505605,TRAIN,HUMAN
GSM1505607,TRAIN,HUMAN
GSM1505820,TRAIN,HUMAN
GSM1506110,TRAIN,HUMAN
GSM1506120,TRAIN,HUMAN
GSM1508257,TRAIN,HUMAN
GSM1508952,TRAIN,HUMAN
GSM1509514,TRAIN,HUMAN
GSM1510134,TRAIN,HUMAN
GSM1517764,TRAIN,HUMAN
GSM1519560,TRAIN,HUMAN
GSM1520025,TRAIN,HUMAN
GSM1522253,TRAIN,HUMAN
GSM1522281,TRAIN,HUMAN
GSM1522283,TRAIN,HUMAN
GSM1522385,TRAIN,HUMAN
GSM1522396,TRAIN,HUMAN
GSM1522475,TRAIN,HUMAN
GSM1522513,TRAIN,HUMAN
GSM1528201,TRAIN,HUMAN
GSM1528202,TRAIN,HUMAN
GSM1528207,TRAIN,HUMAN
GSM1528402,TRAIN,HUMAN
GSM1528642,TRAIN,HUMAN
GSM1528683,TRAIN,HUMAN
GSM1530032,TRAIN,HUMAN
GSM1532283,TRAIN,HUMAN
GSM1533247,TRAIN,HUMAN
GSM1533867,TRAIN,HUMAN
GSM1536042,TRAIN,HUMAN
GSM1536186,TRAIN,HUMAN
GSM1536835,TRAIN,HUMAN
GSM1539041,TRAIN,HUMAN
GSM1540502,TRAIN,HUMAN
GSM1540565,TRAIN,HUMAN
GSM1540570,TRAIN,HUMAN
GSM1542170,TRAIN,HUMAN
GSM1548059,TRAIN,HUMAN
GSM1548458,TRAIN,HUMAN
GSM1548459,TRAIN,HUMAN
GSM1550096,TRAIN,HUMAN
GSM1550728,TRAIN,HUMAN
GSM1551982,TRAIN,HUMAN
GSM1552693,TRAIN,HUMAN
GSM1552807,TRAIN,HUMAN
GSM1553461,TRAIN,HUMAN
GSM1554605,TRAIN,HUMAN
GSM1556372,TRAIN,HUMAN
GSM1559441,TRAIN,HUMAN
GSM1560600,TRAIN,HUMAN
GSM1560660,TRAIN,HUMAN
GSM1560665,TRAIN,HUMAN
GSM1560700,TRAIN,HUMAN
GSM1560770,TRAIN,HUMAN
GSM1561396,TRAIN,HUMAN
GSM1564104,TRAIN,HUMAN
GSM1564647,TRAIN,HUMAN
GSM1564671,TRAIN,HUMAN
GSM1564674,TRAIN,HUMAN
GSM1566000,TRAIN,HUMAN
GSM1567927,TRAIN,HUMAN
GSM1567939,TRAIN,HUMAN
GSM1571120,TRAIN,HUMAN
GSM1574090,TRAIN,HUMAN
GSM1574799,TRAIN,HUMAN
GSM1575573,TRAIN,HUMAN
GSM1576446,TRAIN,HUMAN
GSM1579164,TRAIN,HUMAN
GSM1580894,TRAIN,HUMAN
GSM1580920,TRAIN,HUMAN
GSM1581039,TRAIN,HUMAN
GSM1585615,TRAIN,HUMAN
GSM1587303,TRAIN,HUMAN
GSM1588911,TRAIN,HUMAN
GSM1590464,TRAIN,HUMAN
GSM1595842,TRAIN,HUMAN
GSM1598475,TRAIN,HUMAN
GSM1598480,TRAIN,HUMAN
GSM1598510,TRAIN,HUMAN
GSM1598517,TRAIN,HUMAN
GSM1598527,TRAIN,HUMAN
GSM1598575,TRAIN,HUMAN
GSM1599201,TRAIN,HUMAN
GSM1599212,TRAIN,HUMAN
GSM1602989,TRAIN,HUMAN
GSM1602990,TRAIN,HUMAN
GSM1603027,TRAIN,HUMAN
GSM1608264,TRAIN,HUMAN
GSM1612425,TRAIN,HUMAN
GSM1614670,TRAIN,HUMAN
GSM1614682,TRAIN,HUMAN
GSM1621379,TRAIN,HUMAN
GSM1626582,TRAIN,HUMAN
GSM1631709,TRAIN,HUMAN
GSM1633702,TRAIN,HUMAN
GSM1634330,TRAIN,HUMAN
GSM1634334,TRAIN,HUMAN
GSM1636752,TRAIN,HUMAN
GSM1636798,TRAIN,HUMAN
GSM1636808,TRAIN,HUMAN
GSM1636852,TRAIN,HUMAN
GSM1636919,TRAIN,HUMAN
GSM1639788,TRAIN,HUMAN
GSM1641263,TRAIN,HUMAN
GSM1642279,TRAIN,HUMAN
GSM1642294,TRAIN,HUMAN
GSM1643964,TRAIN,HUMAN
GSM1645001,TRAIN,HUMAN
GSM1646711,TRAIN,HUMAN
GSM1646962,TRAIN,HUMAN
GSM1647019,TRAIN,HUMAN
GSM1647039,TRAIN,HUMAN
GSM1647045,TRAIN,HUMAN
GSM1647051,TRAIN,HUMAN
GSM1647058,TRAIN,HUMAN
GSM1648853,TRAIN,HUMAN
GSM1648869,TRAIN,HUMAN
GSM1657145,TRAIN,HUMAN
GSM1657640,TRAIN,HUMAN
GSM1657727,TRAIN,HUMAN
GSM1662710,TRAIN,HUMAN
GSM1665946,TRAIN,HUMAN
GSM1665960,TRAIN,HUMAN
GSM1669183,TRAIN,HUMAN
GSM1670808,TRAIN,HUMAN
GSM1670886,TRAIN,HUMAN
GSM1677846,TRAIN,HUMAN
GSM1678862,TRAIN,HUMAN
GSM1679669,TRAIN,HUMAN
GSM1679670,TRAIN,HUMAN
GSM1679712,TRAIN,HUMAN
GSM1682845,TRAIN,HUMAN
GSM1682856,TRAIN,HUMAN
GSM1693050,TRAIN,HUMAN
GSM1694957,TRAIN,HUMAN
GSM1694977,TRAIN,HUMAN
GSM1695258,TRAIN,HUMAN
GSM1695860,TRAIN,HUMAN
GSM1698404,TRAIN,HUMAN
GSM1698414,TRAIN,HUMAN
GSM1698419,TRAIN,HUMAN
GSM1700510,TRAIN,HUMAN
GSM1700948,TRAIN,HUMAN
GSM1703032,TRAIN,HUMAN
GSM1703141,TRAIN,HUMAN
GSM1703151,TRAIN,HUMAN
GSM1703185,TRAIN,HUMAN
GSM1703699,TRAIN,HUMAN
GSM1704306,TRAIN,HUMAN
GSM1704338,TRAIN,HUMAN
GSM1704470,TRAIN,HUMAN
GSM1704487,TRAIN,HUMAN
GSM1704783,TRAIN,HUMAN
GSM1706471,TRAIN,HUMAN
GSM1708003,TRAIN,HUMAN
GSM1708993,TRAIN,HUMAN
GSM1709536,TRAIN,HUMAN
GSM1712282,TRAIN,HUMAN
GSM1716671,TRAIN,HUMAN
GSM1717157,TRAIN,HUMAN
GSM1720811,TRAIN,HUMAN
GSM1726472,TRAIN,HUMAN
GSM1726613,TRAIN,HUMAN
GSM1752981,TRAIN,HUMAN
GSM1812013,TRAIN,HUMAN
GSM1817061,TRAIN,HUMAN
GSM1819237,TRAIN,HUMAN
GSM1826310,TRAIN,HUMAN
GSM1826502,TRAIN,HUMAN
GSM1833321,TRAIN,HUMAN
GSM1833438,TRAIN,HUMAN
GSM1833885,TRAIN,HUMAN
GSM1835910,TRAIN,HUMAN
GSM1838449,TRAIN,HUMAN
GSM1846066,TRAIN,HUMAN
GSM1846916,TRAIN,HUMAN
GSM1846921,TRAIN,HUMAN
GSM1856271,TRAIN,HUMAN
GSM1859762,TRAIN,HUMAN
GSM1861850,TRAIN,HUMAN
GSM1862901,TRAIN,HUMAN
GSM1863656,TRAIN,HUMAN
GSM1865627,TRAIN,HUMAN
GSM1865638,TRAIN,HUMAN
GSM1866114,TRAIN,HUMAN
GSM1868762,TRAIN,HUMAN
GSM1868769,TRAIN,HUMAN
GSM1872915,TRAIN,HUMAN
GSM1872916,TRAIN,HUMAN
GSM1876273,TRAIN,HUMAN
GSM1876302,TRAIN,HUMAN
GSM1876348,TRAIN,HUMAN
GSM1880787,TRAIN,HUMAN
GSM1880790,TRAIN,HUMAN
GSM1885147,TRAIN,HUMAN
GSM1888977,TRAIN,HUMAN
GSM1890536,TRAIN,HUMAN
GSM1891970,TRAIN,HUMAN
GSM1896100,TRAIN,HUMAN
GSM1896108,TRAIN,HUMAN
GSM1896126,TRAIN,HUMAN
GSM1896193,TRAIN,HUMAN
GSM1896197,TRAIN,HUMAN
GSM1896255,TRAIN,HUMAN
GSM1896266,TRAIN,HUMAN
GSM1897277,TRAIN,HUMAN
GSM1899712,TRAIN,HUMAN
GSM1901318,TRAIN,HUMAN
GSM1902621,TRAIN,HUMAN
GSM1906837,TRAIN,HUMAN
GSM1908561,TRAIN,HUMAN
GSM1908811,TRAIN,HUMAN
GSM1915582,TRAIN,HUMAN
GSM1917078,TRAIN,HUMAN
GSM1917105,TRAIN,HUMAN
GSM1917149,TRAIN,HUMAN
GSM1920681,TRAIN,HUMAN
GSM1921473,TRAIN,HUMAN
GSM1930402,TRAIN,HUMAN
GSM1933862,TRAIN,HUMAN
GSM1939627,TRAIN,HUMAN
GSM1940178,TRAIN,HUMAN
GSM1940674,TRAIN,HUMAN
GSM1945980,TRAIN,HUMAN
GSM1946223,TRAIN,HUMAN
GSM1949058,TRAIN,HUMAN
GSM1957010,TRAIN,HUMAN
GSM1963742,TRAIN,HUMAN
GSM1964531,TRAIN,HUMAN
GSM1964537,TRAIN,HUMAN
GSM1964615,TRAIN,HUMAN
GSM1964952,TRAIN,HUMAN
GSM1964954,TRAIN,HUMAN
GSM1968002,TRAIN,HUMAN
GSM1968487,TRAIN,HUMAN
GSM1968989,TRAIN,HUMAN
GSM1970060,TRAIN,HUMAN
GSM1970440,TRAIN,HUMAN
GSM1975089,TRAIN,HUMAN
GSM1975772,TRAIN,HUMAN
GSM1978256,TRAIN,HUMAN
GSM1981194,TRAIN,HUMAN
GSM1982032,TRAIN,HUMAN
GSM1982480,TRAIN,HUMAN
GSM1986843,TRAIN,HUMAN
GSM2011266,TRAIN,HUMAN
GSM2026947,TRAIN,HUMAN
GSM2026982,TRAIN,HUMAN
GSM2027302,TRAIN,HUMAN
GSM2028116,TRAIN,HUMAN
GSM2029388,TRAIN,HUMAN
GSM2031985,TRAIN,HUMAN
GSM2041846,TRAIN,HUMAN
GSM2042085,TRAIN,HUMAN
GSM2042811,TRAIN,HUMAN
GSM2044610,TRAIN,HUMAN
